Date,open,high,low,close,volume
1990-01-02,0.25142846370749466,0.26747686920605895,0.2496454080638289,0.2656938135623932,229323264.7217871
1990-01-03,0.27104392190965354,0.27104392190965354,0.26747697591781616,0.26747697591781616,260363187.01999924
1990-01-04,0.27282702381191065,0.27639313680611904,0.2656939407335936,0.2683693468570709,277285159.7957175
1990-01-05,0.26926085352897644,0.27282698988781395,0.2639108276130013,0.26926085352897644,154358883.04977536
1990-01-08,0.2674769216052369,0.2710438668727875,0.26391078581125205,0.2710438668727875,127146315.35970913
1990-01-09,0.27104394350675365,0.27104394350675365,0.2639108604284366,0.2683693468570709,107826886.64116004
1990-01-10,0.26836927118389936,0.26836927118389936,0.25499464895114016,0.2567785382270813,250002546.4511961
1990-01-11,0.25856166138078857,0.25856166138078857,0.24607938528060913,0.24607938528060913,264190599.01684064
1990-01-12,0.24429632882314542,0.24786246554612512,0.24072938262638907,0.24607938528060913,215177102.19223467
1990-01-15,0.2460793686692535,0.2549946979708557,0.24429631233215332,0.24429631233215332,202461085.64753142
1990-01-16,0.23894614292358984,0.249645355427235,0.2335969533124037,0.24875381588935852,268186443.46665838
1990-01-17,0.24786240301688467,0.24786240301688467,0.2353801300656582,0.23716318607330322,246974249.96599594
1990-01-18,0.23538010602969195,0.23894621768082663,0.23003008146341253,0.23092243075370789,342099187.60281867
1990-01-19,0.2407293663761803,0.2460793686692535,0.23894628623102948,0.24429631233215332,331892616.89176726
1990-01-22,0.24251237790428462,0.24607932320119338,0.23716318607330322,0.23716318607330322,182272492.2688416
1990-01-23,0.2407294064760208,0.24429635302616298,0.23538021276562013,0.2407294064760208,176342020.0179052
1990-01-24,0.2318140200649738,0.24429629440664868,0.2300301305769958,0.24251240491867065,212541394.89166394
1990-01-25,0.2442963308994218,0.2478624676527101,0.2425124411449679,0.2434047907590866,139623973.32027152
1990-01-26,0.24251239838598745,0.24251239838598745,0.23003012438055415,0.233597069978714,226883739.1942581
1990-01-29,0.2353801300656582,0.23894624208094828,0.22913858885325872,0.23716318607330322,150124901.71638763
1990-01-30,0.23716321249182223,0.2460793506129152,0.23538015628555573,0.24251240491867065,145764702.02431598
1990-01-31,0.2460793506129152,0.2478624306272306,0.23538015628555573,0.24251240491867065,180183509.70631036
1990-02-01,0.24607933705989773,0.24697087701795317,0.23894625553793153,0.23983779549598694,146549823.42771858
1990-02-02,0.2371632298939293,0.24786244881440433,0.2371632298939293,0.24429631233215332,148302289.59071997
1990-02-05,0.24429629405489095,0.2514285426777363,0.24251240456948153,0.24964548647403717,127370618.42817216
1990-02-06,0.24786235392093658,0.24964540957539846,0.24251232986805574,0.24786235392093658,92531242.77065182
1990-02-07,0.2353801300656582,0.24251237790428462,0.23181399424232185,0.23716318607330322,391112661.85861653
1990-02-08,0.23716306390587683,0.23894611899503462,0.23002998646002226,0.23538000881671906,233627442.1804137
1990-02-09,0.23894628623102948,0.2460793686692535,0.2371632298939293,0.24429631233215332,210396337.67138728
1990-02-12,0.24429629440664868,0.2460793506129152,0.24072934871240415,0.24251240491867065,93778983.53762138
1990-02-13,0.2425124390838528,0.24964552200358883,0.24072938262638907,0.24607938528060913,127889335.82209828
1990-02-14,0.2460793686692535,0.24786244881440433,0.2407293663761803,0.24429631233215332,120248509.90920828
1990-02-15,0.2407293663761803,0.24429631233215332,0.23894628623102948,0.24429631233215332,122631889.49234521
1990-02-16,0.24508325421657032,0.2468720542413281,0.24150481820106504,0.24150481820106506,158726496.63430518
1990-02-20,0.239716038107872,0.24150486234434118,0.23613843740442753,0.239716038107872,153779366.9403212
1990-02-21,0.23434966596059004,0.2450833542245691,0.23256086520589944,0.24329371750354767,219489112.4202395
1990-02-22,0.24329365838278547,0.24687209498893145,0.23613843321800232,0.23613843321800232,243539901.41587844
1990-02-23,0.23434960376767164,0.239716028492326,0.23434960376767164,0.23792722821235657,187109417.17131293
1990-02-26,0.23613849060003295,0.2450833542245691,0.23613849060003295,0.24329371750354767,99333287.3477055
1990-02-27,0.24329366269606345,0.2450832990139282,0.239716038107872,0.239716038107872,92276005.08060168
1990-02-28,0.23971609210941416,0.24329371750354767,0.23792729135472357,0.24329371750354767,136422559.24146047
1990-03-01,0.23971607043197227,0.24866095713237768,0.23792726983904228,0.24508333206176758,254412304.4027262
1990-03-02,0.2397159942915647,0.24866087815082843,0.23792719426680692,0.24150481820106506,130888569.06822523
1990-03-05,0.23971597818034726,0.2486608614384289,0.23971597818034726,0.24687203764915466,227678487.1428311
1990-03-06,0.25044977095639825,0.25223857164382935,0.24687214569678465,0.25223857164382935,194669772.76049474
1990-03-07,0.2504497858106642,0.257605848835868,0.2504497858106642,0.25313299894332886,254817546.73268554
1990-03-08,0.25581608675316775,0.26476094618986207,0.2504496631168184,0.2629721462726593,279301633.42792135
1990-03-09,0.2629721319176881,0.2683385552610983,0.25939450839383477,0.2638665437698364,287574768.6590259
1990-03-12,0.2665498149522464,0.268338615171176,0.2593945663070375,0.26207777857780457,204578000.70490006
1990-03-13,0.2611833320981313,0.26654975544154147,0.25939450839383477,0.2638665437698364,185390556.9555174
1990-03-14,0.2629722893879182,0.2665499150540868,0.261183488497211,0.2647610902786255,127003495.60684331
1990-03-15,0.26118334635545654,0.2719170057093536,0.26118334635545654,0.2629721462726593,150020165.85853776
1990-03-16,0.2862282350982083,0.29159465728023704,0.2799665891766183,0.28801703453063965,804505193.1654072
1990-03-19,0.2898059672737043,0.30411727693626894,0.28622836676314667,0.3032228648662567,538772832.9057304
1990-03-20,0.3023284317669775,0.3076956920103227,0.2915947711310703,0.29606759548187256,488267717.64220816
1990-03-21,0.29517323766671083,0.3023284628095573,0.29517323766671083,0.2978564500808716,190575179.077892
1990-03-22,0.29875080343035065,0.302328403355856,0.2915947437286377,0.2915947437286377,289056081.1926377
1990-03-23,0.29517318392434444,0.307695667581661,0.2933835479695345,0.3023284077644348,284472321.7441484
1990-03-26,0.30411723163801396,0.31037887950728765,0.30053960777559774,0.3023284077644348,159788589.44893855
1990-03-27,0.3005397319793701,0.3023285327074632,0.29517330591033897,0.3005397319793701,105566075.37727429
1990-03-28,0.30053968277986687,0.30143409493987067,0.2933836211878991,0.2951732575893402,128442938.5262729
1990-03-29,0.2933835466711374,0.2969619825989478,0.29159474669021684,0.2942787706851959,120896544.81724733
1990-03-30,0.2862282350982083,0.29338345671266836,0.2862282350982083,0.28801703453063965,278686814.93372273
1990-04-02,0.2862282350982083,0.290700245621654,0.2826506123486109,0.28801703453063965,185628169.8307411
1990-04-03,0.2898060494370546,0.29875093698501587,0.2898060494370546,0.29875093698501587,174322372.1184811
1990-04-04,0.29696205802459974,0.30053968277986687,0.2915948207526396,0.2951732575893402,186829903.72731394
1990-04-05,0.29338345671266836,0.2951730921108126,0.2862282350982083,0.28801703453063965,134997223.5613159
1990-04-06,0.28801717363533297,0.29517323467169454,0.28443954915783737,0.2853339612483978,147532608.78047597
1990-04-09,0.2844394989970507,0.2969619825989478,0.2826506990161301,0.2942787706851959,131615265.18192525
1990-04-10,0.2951732575893402,0.30053968277986687,0.2933836211878991,0.2951732575893402,163855233.83968553
1990-04-11,0.29696210121910266,0.3076957891276018,0.29696210121910266,0.304117351770401,265969497.3848852
1990-04-12,0.3076958002606418,0.3148510271860789,0.3041173627739661,0.309484601020813,264278530.00521928
1990-04-16,0.3112733015556091,0.3166397255811876,0.30948447762392106,0.3130621016025543,283102775.92309135
1990-04-17,0.309484601020813,0.3112734256657365,0.30590616353413724,0.309484601020813,163589681.78526238
1990-04-18,0.309484601020813,0.3130622264259077,0.3041173627739661,0.309484601020813,241373738.57808405
1990-04-19,0.29875071486041,0.3085899596468627,0.2862282350982083,0.28801703453063965,600765594.5835828
1990-04-20,0.29248906893882004,0.296961891543244,0.28443941178104226,0.28801703453063965,403678033.1047796
1990-04-23,0.2880170677035885,0.2898058673420485,0.28265064490347114,0.28443944454193115,160151967.2697692
1990-04-24,0.28622828268152384,0.2898058821411358,0.27549460056735897,0.2772834002971649,378984378.58665764
1990-04-25,0.2772834002971649,0.27907222391170955,0.273705800837553,0.2772834002971649,165420483.40020895
1990-04-26,0.2790723590463256,0.28265079620456846,0.27281152113322454,0.278177946805954,177382882.4089042
1990-04-27,0.279072329654137,0.28265076643549514,0.2772835053617946,0.2799667418003082,145254697.38756937
1990-04-30,0.2808611469781772,0.2844395839750669,0.2790723464628419,0.28175637125968933,170185837.81442592
1990-05-01,0.2844396681256621,0.2862284930549649,0.28175645461646415,0.28354525566101074,204144685.76906097
1990-05-02,0.28443944454193115,0.2862282680651285,0.280861009299202,0.28443944454193115,168984082.74223813
1990-05-03,0.2844396531199319,0.2880172789050422,0.2844396531199319,0.2862284779548645,207512636.83629534
1990-05-04,0.2862284779548645,0.2915949046901525,0.2808612152531544,0.2862284779548645,211537395.3660854
1990-05-07,0.28443953748503664,0.2987508468890834,0.28443953748503664,0.29696202278137207,169682770.60958663
1990-05-08,0.29338367484665584,0.30053973774744025,0.29338367484665584,0.29875093698501587,140321543.88661766
1990-05-09,0.2978565040412821,0.30053971694154025,0.295173291141024,0.2996453046798706,121329720.9802487
1990-05-10,0.2987508315052695,0.2987508315052695,0.2898059471154723,0.29606759548187256,223402150.44014826
1990-05-11,0.29606761671304704,0.30590607785012547,0.291594792041496,0.30501168966293335,268568886.48071903
1990-05-14,0.30590616391946585,0.30590616391946585,0.29517331157541465,0.29875093698501587,282473794.1022012
1990-05-15,0.29606770001425065,0.30053973774744025,0.29338367484665584,0.29875093698501587,186396648.97517243
1990-05-16,0.2987508621805073,0.2987508621805073,0.29338360138606073,0.2978564500808716,108934041.27829935
1990-05-17,0.2987508468890834,0.3023284473350155,0.2933835863693575,0.29696202278137207,191637278.32064417
1990-05-18,0.295173126107975,0.296961925746435,0.28265064490347114,0.28443944454193115,322497988.5414017
1990-05-21,0.28343498706817627,0.2870225379648157,0.2780528344131506,0.28343498706817627,326608641.99997896
1990-05-22,0.2879193877188024,0.2977859603457577,0.28702251802022644,0.296889066696167,374646728.6654894
1990-05-23,0.29599219754730177,0.3049610622068215,0.29599219754730177,0.30137351155281067,258209819.43319783
1990-05-24,0.30316727490430867,0.30316727490430867,0.29778596089879983,0.30137351155281067,184320113.9801098
1990-05-25,0.28343489193311844,0.2924037541888059,0.2798465279063568,0.2870224416255951,402310182.70817554
1990-05-29,0.2870225119666593,0.29599219075484523,0.28164035979914254,0.29419758915901184,302624479.5802275
1990-05-30,0.29868285399534844,0.29957974764493916,0.29599219699759105,0.296889066696167,344446994.22297496
1990-05-31,0.2977859889288961,0.2977859889288961,0.29419762360261514,0.2959922254085541,128268725.94782181
1990-06-01,0.29688911214855884,0.30137355713204605,0.2924038767814636,0.2924038767814636,195650210.85829756
1990-06-04,0.2924038767814636,0.29419764040424745,0.28522877438829136,0.2924038767814636,223257808.8147252
1990-06-05,0.29419761580707815,0.29419761580707815,0.2798466218369785,0.28343498706817627,372584145.92376846
1990-06-06,0.2798466218369785,0.28343498706817627,0.2780528344131506,0.28343498706817627,263477683.29286578
1990-06-07,0.28343491333179344,0.28522867633795246,0.2762589990707903,0.27984654903411865,231981945.25991866
1990-06-08,0.2762590860655269,0.2762590860655269,0.2690831695448082,0.27446532249450684,415451855.8451204
1990-06-11,0.270877686101303,0.27984654903411865,0.270877686101303,0.27984654903411865,196472513.7735392
1990-06-12,0.2807435252929533,0.29061007499694824,0.2780528440638231,0.29061007499694824,205349811.09551424
1990-06-13,0.2897132340635922,0.29240389160972463,0.28522878885269165,0.28522878885269165,172892399.2320721
1990-06-14,0.2870225765174597,0.28881634023120817,0.2816404231395075,0.28522878885269165,174606550.86076343
1990-06-15,0.2852287505409878,0.2870225379648157,0.2807435155488925,0.28343498706817627,179358816.45928183
1990-06-18,0.2816404700279236,0.2834350723261305,0.2798467060155435,0.2816404700279236,138609343.58210957
1990-06-19,0.27984665247725243,0.2852287817705484,0.2753622073776993,0.28433188796043396,195636269.60205314
1990-06-20,0.2861255482147238,0.2888162044963292,0.28522865480385257,0.2870224416255951,192542520.58667567
1990-06-21,0.28702251163649967,0.3013735042901957,0.28702251163649967,0.300476610660553,259561636.59522083
1990-06-22,0.30137354848439146,0.30585799333920144,0.29599223381943374,0.29778599739074707,353352178.83435214
1990-06-25,0.2977859889288961,0.29957977640025507,0.2888163090905722,0.2959922254085541,151806956.94802508
1990-06-26,0.29957978620713444,0.30137354978619607,0.2897132123101443,0.29150697588920593,158343026.56571674
1990-06-27,0.29240386839118626,0.30137354848439146,0.28881631729754187,0.29778599739074707,120980093.25423037
1990-06-28,0.3067548915282954,0.31034325728851486,0.29957981262823313,0.3085494935512543,311000058.8981014
1990-06-29,0.3085494706718836,0.3220035719159259,0.3067548687819969,0.3211067020893097,404637362.4164269
1990-07-02,0.3193121631491234,0.3193121631491234,0.3139308473244727,0.31572461128234863,168488539.5965248
1990-07-03,0.3148277412789221,0.3193121631491234,0.3139308473244727,0.31572461128234863,123809113.79450177
1990-07-05,0.31393080121002365,0.31751835254980987,0.3103432498702374,0.31213703751564026,133717764.67361069
1990-07-06,0.3121370218314028,0.32290046569356023,0.3103432342761341,0.3211067020893097,260132977.6774591
1990-07-09,0.3229003873036221,0.33725140279234705,0.3211066241348402,0.33456072211265564,392526906.0325076
1990-07-10,0.3372515141963959,0.34083904171902507,0.335457726484061,0.3372515141963959,449720907.2441896
1990-07-11,0.335457726484061,0.3372515141963959,0.32828180920207284,0.3372515141963959,306289621.92168576
1990-07-12,0.33545765331223365,0.34083896737339653,0.3336638899421844,0.3399420976638794,227048485.2493003
1990-07-13,0.34083911826231045,0.3426329063774818,0.33545780181884766,0.33545780181884766,287406017.5789546
1990-07-16,0.33545767507582047,0.33814833228096447,0.32469423192068,0.327384889125824,223606230.6332858
1990-07-17,0.3282817362709849,0.33007552358481185,0.31572450654374745,0.31751829385757446,170286364.62402526
1990-07-18,0.31931212282351706,0.32290048857189935,0.3085494925334173,0.3202098309993744,358815134.56102353
1990-07-19,0.2924038823117446,0.3049611140964101,0.28702256739059695,0.29957979917526245,729141594.0240126
1990-07-20,0.3013735046368632,0.30496105520854655,0.29240382584867725,0.29419758915901184,238713088.22149283
1990-07-23,0.2941976319624996,0.29957978491307813,0.2870225537262285,0.29778599739074707,336196724.9930945
1990-07-24,0.30137351877232654,0.30316728216679484,0.2941976029578998,0.30227041244506836,241291273.02301443
1990-07-25,0.30137357938441933,0.3103432603972917,0.2995798156291902,0.30316734313964844,130554244.6035471
1990-07-26,0.3031672743412725,0.30496106164045395,0.2941975953639079,0.296889066696167,99964326.32955977
1990-07-27,0.29599219699759105,0.29957974764493916,0.29061004471655977,0.296889066696167,77540988.66550544
1990-07-30,0.2924038764812866,0.30496110801556414,0.2924038764812866,0.30406421422958374,106333151.24875744
1990-07-31,0.3049610622068215,0.3067548255583195,0.29778596089879983,0.30137351155281067,119461062.83362326
1990-08-01,0.3013735568226609,0.30675487163650655,0.29778600562975777,0.30406421422958374,116353273.88936774
1990-08-02,0.29599225412745306,0.31393080121002365,0.29599225412745306,0.31213703751564026,277636822.0768809
1990-08-03,0.31213700723028,0.3139307707506219,0.28522875809887116,0.2959922254085541,334677689.44338775
1990-08-06,0.2798466218369785,0.2906100649104387,0.2762590709403391,0.28343498706817627,223550487.55426106
1990-08-07,0.2888163014376272,0.2915069586223527,0.2780528344131506,0.28343498706817627,247032974.40227118
1990-08-08,0.2834349815522321,0.29240384664377894,0.2834349815522321,0.28791940212249756,127585858.32481451
1990-08-09,0.2888163014376272,0.2906100649104387,0.28164038530979,0.28343498706817627,119934885.34953998
1990-08-10,0.27805280685424805,0.2816403573953113,0.27446528026419886,0.27805280685424805,127794911.41773807
1990-08-13,0.27267142139180484,0.2870224341207574,0.27177452800438484,0.2861255407333374,194256678.1002377
1990-08-14,0.2870225765174597,0.2870225765174597,0.2816404231395075,0.28522878885269165,122150723.78438753
1990-08-15,0.2870226243019143,0.28881638831429435,0.2816404700279236,0.2816404700279236,114541543.82680058
1990-08-16,0.2798467362470092,0.2843319730728085,0.276259183883667,0.276259183883667,154162114.72605428
1990-08-17,0.27625917282379625,0.27625917282379625,0.2565260189211499,0.2619081735610962,306233813.4703659
1990-08-20,0.262699615455233,0.26989637781486764,0.2609004068477735,0.2644988000392914,93118947.97383288
1990-08-21,0.25730128619966297,0.2644988918774604,0.253702891758726,0.26090049743652344,199784674.42684612
1990-08-22,0.26629796677383566,0.26629796677383566,0.2510039979569251,0.2528032064437866,152238791.60528266
1990-08-23,0.24650607629568744,0.2519036548373337,0.24110765693488084,0.24830526113510132,178262598.1707067
1990-08-24,0.25370280672313106,0.25910122538273367,0.2501044375116977,0.25550201535224915,91076499.04814115
1990-08-27,0.2644987859268222,0.273495573209528,0.2609003929272984,0.27169638872146606,145722408.00630233
1990-08-28,0.26989658844438336,0.27619459223434323,0.2680974024562255,0.2743954062461853,99482415.2745107
1990-08-29,0.2734957994133918,0.2743954044131712,0.2644990046895855,0.2680974006652832,187238133.68644407
1990-08-30,0.26809728631839735,0.26989647152716106,0.2591013122277597,0.26090049743652344,152085892.36221278
1990-08-31,0.25910126237278236,0.2680972347324597,0.25910126237278236,0.2662980258464813,123380502.83549434
1990-09-04,0.2626996561213343,0.26989641959503324,0.2626996561213343,0.2662980258464813,102650355.28700812
1990-09-05,0.2680971517992285,0.2680971517992285,0.2573011570974418,0.25910118222236633,79460958.78273654
1990-09-06,0.2555020266716912,0.2591012368616306,0.2537028179628632,0.2573012113571167,108708237.5260552
1990-09-07,0.2555019636521288,0.2644987497026898,0.2528031752779455,0.26179996132850647,72166503.70353675
1990-09-10,0.26629799962673506,0.26629799962673506,0.2573012113571167,0.2573012113571167,94258267.30275543
1990-09-11,0.25910130523190145,0.26000088580028946,0.24290690910479926,0.24470609426498413,221153957.07023308
1990-09-12,0.24830530540466417,0.24830530540466417,0.2411076999212055,0.24470609426498413,124561489.2966413
1990-09-13,0.24830526385431453,0.2501044727368363,0.23750928985703862,0.2429068684577942,120657239.7164283
1990-09-14,0.2411076999212055,0.2465061202444793,0.23930851476102066,0.24470609426498413,141317892.65322238
1990-09-17,0.24470605331691112,0.25370284245507013,0.24110765957527244,0.2429068684577942,96356282.52342588
1990-09-18,0.24290690890372416,0.24290690890372416,0.2375093294042287,0.24020811915397644,154586852.32143188
1990-09-19,0.23930848210195926,0.24290687595465554,0.23031169268613136,0.23391090333461761,226350418.18919516
1990-09-20,0.23211084155111888,0.23211084155111888,0.22491407898687732,0.22761286795139313,125214553.16050753
1990-09-21,0.23031164820552874,0.23391085815889154,0.22311486189006757,0.22671325504779816,190878561.5154101
1990-09-24,0.22671332023033355,0.22671332023033355,0.2141181357730928,0.2177165299654007,171815665.5304818
1990-09-25,0.21951566777321777,0.22131569328927495,0.21051969624159564,0.21591727435588837,195949931.4926339
1990-09-26,0.21591726295296648,0.2195156561802592,0.2141180783510208,0.2141180783510208,116780774.38658643
1990-09-27,0.2159173113649386,0.21951570539904644,0.2015229424560829,0.2033221274614334,176581383.57003665
1990-09-28,0.20512138299853763,0.2087205946445465,0.19612539587355632,0.2087205946445465,218388980.8519482
1990-10-01,0.21231897566366792,0.2231149522829787,0.21051976634416955,0.21951574087142944,193101555.7702798
1990-10-02,0.22311488839911378,0.23031167556964996,0.21231891487098406,0.21321849524974823,336170202.8787636
1990-10-03,0.21411805315903984,0.21411805315903984,0.19252608676778382,0.1943252831697464,332766195.79142594
1990-10-04,0.19252614207823093,0.20152293145656586,0.1889277482405305,0.20152293145656586,264851248.51165432
1990-10-05,0.19432533899708115,0.20692051020141378,0.19432533899708115,0.20152293145656586,123422182.38007687
1990-10-08,0.20692051195014877,0.21051972261405358,0.20332211808203743,0.20962011814117432,76334736.49279666
1990-10-09,0.2051213252942663,0.2087205359277533,0.19972373453771564,0.20152293145656586,149584961.78136975
1990-10-10,0.19612533114101566,0.20152292163449187,0.1871285422011774,0.19072693586349487,183486819.7626964
1990-10-11,0.19252614295927573,0.2006233399210916,0.18353015832385688,0.1997237354516983,255528238.8567594
1990-10-12,0.2033221274614334,0.20512133649019074,0.19432534960373948,0.2033221274614334,283650086.2052324
1990-10-15,0.20512132623294962,0.20692051114833057,0.19162653848988245,0.1997237354516983,249373108.09641224
1990-10-16,0.19792446799391478,0.19792446799391478,0.17453330670912842,0.1799308955669403,378658777.4000373
1990-10-17,0.1817301469236566,0.19072693586349487,0.17993095009249785,0.19072693586349487,383410479.42992634
1990-10-18,0.1907269850261113,0.20692055345300692,0.1907269850261113,0.20512136816978455,390774305.28666604
1990-10-19,0.22491415095740852,0.22851252137927497,0.21771654527093207,0.22581373155117035,1158345399.694538
1990-10-22,0.2267132950830062,0.2267132950830062,0.2195156907008908,0.2240145057439804,313536530.6828368
1990-10-23,0.22311492264270782,0.22671331678025608,0.21771652665223457,0.22311492264270782,207231982.0786618
1990-10-24,0.22131576698689098,0.2231149522829787,0.21591734625584336,0.21951574087142944,175942221.95416987
1990-10-25,0.2177164830762544,0.22491408670660432,0.21321848529874202,0.21591727435588837,190378356.47111037
1990-10-26,0.214118089658925,0.22491408670660432,0.214118089658925,0.21591727435588837,166480328.9473686
1990-10-29,0.21771649536525642,0.2195156801637747,0.2141181017448158,0.21501770615577698,153183568.94033194
1990-10-30,0.21411815854553726,0.22131576449151838,0.20782097404511607,0.21861615777015686,121629805.60315865
1990-10-31,0.21951571563051508,0.2294121104755549,0.21771653054130585,0.22131574153900146,184542751.37791935
1990-11-01,0.21951574087142947,0.2231149522829787,0.21411816095975564,0.21951574087142944,112459633.93327418
1990-11-02,0.21951570586755045,0.2330113111100686,0.21951570586755045,0.2285124957561493,184362134.9901736
1990-11-05,0.2321110021937808,0.24110779643892574,0.2303118163133649,0.23930861055850983,228851251.4120755
1990-11-06,0.24110759794712067,0.24830520038642423,0.23930841354788313,0.24110759794712067,229212689.12688932
1990-11-07,0.24110779643892574,0.24290700634276013,0.23481060982234234,0.23930861055850983,251804458.0985395
1990-11-08,0.23750928725605308,0.2519036548373337,0.23750928725605308,0.24830526113510132,247177834.87582788
1990-11-09,0.25190362211741435,0.2573011999579658,0.2483052288825796,0.25550201535224915,245913494.5313578
1990-11-12,0.25550210099089926,0.2644988918774604,0.253702891758726,0.26090049743652344,179943759.545315
1990-11-13,0.2609003665283798,0.2626995748577907,0.2573011570974418,0.25910118222236633,176095155.02927136
1990-11-14,0.2573012366910376,0.2680972347324597,0.2573012366910376,0.2662980258464813,236632133.30983153
1990-11-15,0.26449875916380416,0.2662979434698176,0.25550197279142833,0.25910118222236633,200687897.99927375
1990-11-16,0.2581614721608043,0.2599675158701258,0.2509406477409272,0.25364845991134644,226274736.03735387
1990-11-19,0.25635625949320046,0.26267531514167786,0.2545510353990863,0.26267531514167786,276847291.615525
1990-11-20,0.26357796772979547,0.2653831679978472,0.2545510745517158,0.25635629892349243,189951666.4161946
1990-11-21,0.2545509269032559,0.26177259152074034,0.25094052846131004,0.26086997985839844,152340854.000117
1990-11-23,0.26177270309462075,0.26718832716952096,0.2599675031042278,0.26267531514167786,65777542.775797516
1990-11-26,0.2599674127518483,0.26718823430752536,0.2599674127518483,0.2653830349445343,100715838.92160355
1990-11-27,0.2671884070146883,0.27621530150188633,0.26538320648483876,0.27079883217811584,203494884.68135315
1990-11-28,0.27260470013015947,0.27802032232284546,0.2653830349445343,0.2653830349445343,216262787.9057724
1990-11-29,0.26718823430752536,0.26718823430752536,0.2617726121148394,0.2653830349445343,156661389.4844082
1990-11-30,0.2617726121148394,0.2689934577742292,0.2617726121148394,0.2653830349445343,150235959.91481876
1990-12-03,0.26899369256377464,0.27621536405279284,0.26718846752139086,0.27531275153160095,204505735.04067943
1990-12-04,0.2707987442218134,0.2798256116733274,0.2707987442218134,0.2780204117298126,188123777.22405747
1990-12-05,0.2780204259532989,0.29065771804208523,0.2735073897080448,0.28975510597229004,270020268.2683834
1990-12-06,0.2978794276714325,0.301489852352942,0.29246295907064995,0.2978794276714325,658079972.8233672
